fecha,LI,R
2016-06-22,0.6908,0.6192
2016-06-23,0.6908,0.6192
2016-06-24,0.6908,0.6192
2016-06-25,0.7154,0.6156
2016-06-26,0.7154,0.6156
2016-06-27,0.7154,0.6156
2016-06-28,0.6797,0.5792
2016-06-29,0.6729,0.5797
2016-06-30,0.6729,0.5797
2016-07-01,0.683,0.5995
2016-07-02,0.683,0.5995
2016-07-03,0.683,0.5995
2016-07-04,0.6822,0.5967
2016-07-05,0.6603,0.608
2016-07-06,0.6798,0.622
2016-07-07,0.6598,0.5821
2016-07-08,0.6372,0.5977
2016-07-09,0.6372,0.5977
2016-07-10,0.6372,0.5977
2016-07-11,0.6372,0.5977
2016-07-12,0.6372,0.5977
2016-07-13,0.6372,0.5977
2016-07-14,0.6372,0.5977
2016-07-15,0.6372,0.5977
2016-07-16,0.6372,0.5977
2016-07-17,0.6372,0.5977
2016-07-18,0.6372,0.5977
2016-07-19,0.6372,0.5977
2016-07-20,0.6271,0.5748
2016-07-21,0.6169,0.5637
2016-07-22,0.6169,0.5637
2016-07-23,0.6526,0.6078
2016-07-24,0.6526,0.6078
2016-07-25,0.6712,0.6117
2016-07-26,0.6657,0.6054
2016-07-27,0.6657,0.6054
2016-07-28,0.6698,0.6003
2016-07-29,0.6755,0.6061
2016-07-30,0.6755,0.6061
2016-07-31,0.6755,0.6061
2016-08-01,0.6741,0.6021
2016-08-02,0.6712,0.5988
2016-08-03,0.6712,0.6177
2016-08-04,0.6779,0.6231
2016-08-05,0.6779,0.6231
2016-08-06,0.691,0.6313
2016-08-07,0.7084,0.6448
2016-08-08,0.6931,0.6365
2016-08-09,0.6931,0.6365
2016-08-10,0.6931,0.6365
2016-08-11,0.6931,0.6365
2016-08-12,0.6566,0.6191
2016-08-13,0.6566,0.6191
2016-08-14,0.6533,0.6152
2016-08-15,0.6406,0.6031
2016-08-16,0.6406,0.6031
2016-08-17,0.6406,0.6031
2016-08-18,0.6406,0.6031
2016-08-19,0.628,0.5902
2016-08-20,0.633,0.6013
2016-08-21,0.6228,0.592
2016-08-22,0.6178,0.5894
2016-08-23,0.624,0.5826
2016-08-24,0.6488,0.5786
2016-08-25,0.6512,0.5625
2016-08-26,0.6325,0.5532
2016-08-27,0.6262,0.5707
2016-08-28,0.6262,0.5707
2016-08-29,0.6081,0.5523
2016-08-30,0.6081,0.5523
2016-08-31,0.6189,0.5719
2016-09-01,0.6245,0.5785
2016-09-02,0.6372,0.5951
2016-09-03,0.6307,0.5874
2016-09-04,0.6307,0.5874
2016-09-05,0.6307,0.5874
2016-09-06,0.6307,0.5874
2016-09-07,0.6368,0.5958
2016-09-08,0.6368,0.5958
2016-09-09,0.6368,0.5958
2016-09-10,0.6368,0.5958
2016-09-11,0.6386,0.5915
2016-09-12,0.6386,0.5915
2016-09-13,0.6691,0.6128
2016-09-14,0.6999,0.6364
2016-09-15,0.6999,0.6364
2016-09-16,0.6764,0.6121
2016-09-17,0.6764,0.6121
2016-09-18,0.6795,0.6016
2016-09-19,0.6795,0.6016
2016-09-20,0.6851,0.5867
2016-09-21,0.6851,0.5867
2016-09-22,0.6957,0.6115
2016-09-23,0.6874,0.6222
2016-09-24,0.6938,0.6298
2016-09-25,0.6989,0.6222
2016-09-26,0.6785,0.6115
2016-09-27,0.6785,0.6115
2016-09-28,0.6985,0.6147
2016-09-29,0.6985,0.6147
2016-09-30,0.7081,0.6003
2016-10-01,0.7081,0.6003
2016-10-02,0.7092,0.6203
2016-10-03,0.7427,0.6411
2016-10-04,0.7249,0.648
2016-10-05,0.7249,0.648
2016-10-06,0.7249,0.648
2016-10-07,0.7249,0.648
2016-10-08,0.7249,0.648
2016-10-09,0.6829,0.6205
2016-10-10,0.6829,0.6205
2016-10-11,0.6829,0.6205
2016-10-12,0.6829,0.6205
2016-10-13,0.6829,0.6205
2016-10-14,0.6829,0.6205
2016-10-15,0.6829,0.6205
2016-10-16,0.7033,0.6209
2016-10-17,0.7033,0.6209
2016-10-18,0.7033,0.6209
2016-10-19,0.6823,0.5979
2016-10-20,0.6823,0.5979
2016-10-21,0.6865,0.6109
2016-10-22,0.6775,0.5997
2016-10-23,0.6744,0.5845
2016-10-24,0.6828,0.5971
2016-10-25,0.6828,0.5971
2016-10-26,0.6828,0.5971
2016-10-27,0.6828,0.5971
2016-10-28,0.6694,0.5774
2016-10-29,0.6694,0.5774
2016-10-30,0.6888,0.5663
2016-10-31,0.6888,0.5663
2016-11-01,0.6888,0.5663
2016-11-02,0.6655,0.5443
2016-11-03,0.6747,0.5559
2016-11-04,0.6747,0.5559
2016-11-05,0.6747,0.5559
2016-11-06,0.6732,0.5677
2016-11-07,0.6352,0.5427
2016-11-08,0.6511,0.5851
2016-11-09,0.6511,0.5851
2016-11-10,0.6511,0.5851
2016-11-11,0.6511,0.5851
2016-11-12,0.6511,0.5851
2016-11-13,0.6511,0.5851
2016-11-14,0.6567,0.5716
2016-11-15,0.6686,0.6025
2016-11-16,0.6704,0.5942
2016-11-17,0.6704,0.5942
2016-11-18,0.6885,0.5671
2016-11-19,0.6885,0.5671
2016-11-20,0.6517,0.6105
2016-11-21,0.6637,0.5888
2016-11-22,0.6578,0.6105
2016-11-23,0.6578,0.6105
2016-11-24,0.6578,0.6105
2016-11-25,0.6563,0.6235
2016-11-26,0.6376,0.6089
2016-11-27,0.6376,0.6089
2016-11-28,0.6376,0.6089
2016-11-29,0.6247,0.5867
2016-11-30,0.6247,0.5867
2016-12-01,0.6247,0.5867
2016-12-02,0.6371,0.6014
2016-12-03,0.6279,0.5863
2016-12-04,0.6279,0.5863
2016-12-05,0.6447,0.6012
2016-12-06,0.6563,0.588
2016-12-07,0.6779,0.616
2016-12-08,0.6779,0.616
2016-12-09,0.6933,0.6384
2016-12-10,0.68,0.6276
2016-12-11,0.68,0.6276
2016-12-12,0.68,0.6276
2016-12-13,0.68,0.6276
2016-12-14,0.6842,0.6324
2016-12-15,0.6667,0.6243
2016-12-16,0.6611,0.617
2016-12-17,0.6611,0.617
2016-12-18,0.6676,0.6243
2016-12-19,0.6576,0.63
2016-12-20,0.65,0.6243
2016-12-21,0.6373,0.6161
2016-12-22,0.649,0.631
2016-12-23,0.649,0.631
2016-12-24,0.649,0.631
2016-12-25,0.6584,0.6254
2016-12-26,0.6599,0.6307
2016-12-27,0.6599,0.6307
2016-12-28,0.6599,0.6307
2016-12-29,0.66,0.6333
2016-12-30,0.66,0.6333
2016-12-31,0.66,0.6333
2017-01-01,0.66,0.6333
2017-01-02,0.6542,0.619
2017-01-03,0.6542,0.619
2017-01-04,0.673,0.6283
2017-01-05,0.673,0.6283
2017-01-06,0.673,0.6283
2017-01-07,0.673,0.6283
2017-01-08,0.676,0.6289
2017-01-09,0.6716,0.6301
2017-01-10,0.6716,0.6301
2017-01-11,0.6716,0.6301
2017-01-12,0.6716,0.6301
2017-01-13,0.6581,0.609
2017-01-14,0.6457,0.5957
2017-01-15,0.6457,0.5957
2017-01-16,0.6457,0.5957
2017-01-17,0.657,0.6095
2017-01-18,0.6393,0.5929
2017-01-19,0.6393,0.5929
2017-01-20,0.655,0.5653
2017-01-21,0.6538,0.5911
2017-01-22,0.6538,0.5911
2017-01-23,0.6538,0.5911
2017-01-24,0.6538,0.5911
2017-01-25,0.6825,0.6094
2017-01-26,0.6832,0.6227
2017-01-27,0.6832,0.6227
2017-01-28,0.6871,0.6368
2017-01-29,0.6871,0.6368
2017-01-30,0.6871,0.6368
2017-01-31,0.6609,0.6239
2017-02-01,0.6653,0.6352
2017-02-02,0.6608,0.642
2017-02-03,0.6682,0.6325
2017-02-04,0.6682,0.6325
2017-02-05,0.6682,0.6325
2017-02-06,0.6682,0.6325
2017-02-07,0.6827,0.6521
2017-02-08,0.6919,0.6482
2017-02-09,0.6843,0.6521
2017-02-10,0.6794,0.6466
2017-02-11,0.6633,0.6368
2017-02-12,0.6675,0.6423
2017-02-13,0.6675,0.6423
2017-02-14,0.6556,0.623
2017-02-15,0.6556,0.623
2017-02-16,0.6615,0.6296
2017-02-17,0.6434,0.6149
2017-02-18,0.6434,0.6149
2017-02-19,0.6434,0.6149
2017-02-20,0.6448,0.6141
2017-02-21,0.6169,0.593
2017-02-22,0.6212,0.6034
2017-02-23,0.6212,0.6034
2017-02-24,0.6101,0.5827
2017-02-25,0.6098,0.5694
2017-02-26,0.6098,0.5694
2017-02-27,0.6098,0.5694
2017-02-28,0.6098,0.5694
2017-03-01,0.6098,0.5694
2017-03-02,0.62,0.5787
2017-03-03,0.62,0.5787
2017-03-04,0.6476,0.593
2017-03-05,0.6785,0.5907
2017-03-06,0.6785,0.5907
2017-03-07,0.6584,0.5812
2017-03-08,0.6295,0.5709
2017-03-09,0.6295,0.5709
2017-03-10,0.6295,0.5709
2017-03-11,0.6514,0.5956
2017-03-12,0.6482,0.5959
2017-03-13,0.649,0.6054
2017-03-14,0.649,0.6054
2017-03-15,0.649,0.6054
2017-03-16,0.6547,0.6186
2017-03-17,0.6547,0.6186
2017-03-18,0.6599,0.6071
2017-03-19,0.676,0.6461
2017-03-20,0.664,0.6373
2017-03-21,0.6736,0.6428
2017-03-22,0.6736,0.6428
2017-03-23,0.6738,0.6488
2017-03-24,0.6821,0.6675
2017-03-25,0.6821,0.6675
2017-03-26,0.7053,0.6756
2017-03-27,0.7053,0.6756
2017-03-28,0.6677,0.6493
2017-03-29,0.6408,0.6229
2017-03-30,0.6408,0.6229
2017-03-31,0.6209,0.597
2017-04-01,0.615,0.5939
2017-04-02,0.615,0.5939
2017-04-03,0.5966,0.5733
2017-04-04,0.5966,0.5733
2017-04-05,0.6118,0.5879
2017-04-06,0.6118,0.5879
2017-04-07,0.6196,0.5955
2017-04-08,0.6104,0.5861
2017-04-09,0.6104,0.5861
2017-04-10,0.5953,0.5635
2017-04-11,0.6248,0.5857
2017-04-12,0.6248,0.5857
2017-04-13,0.6248,0.5857
2017-04-14,0.6248,0.5857
2017-04-15,0.607,0.5765
2017-04-16,0.589,0.5618
2017-04-17,0.589,0.5618
2017-04-18,0.5961,0.5653
2017-04-19,0.6283,0.5879
2017-04-20,0.6439,0.5977
2017-04-21,0.6343,0.6074
2017-04-22,0.6343,0.6074
2017-04-23,0.6384,0.615
2017-04-24,0.6384,0.615
2017-04-25,0.6384,0.615
2017-04-26,0.6384,0.615
2017-04-27,0.6502,0.6334
2017-04-28,0.6682,0.6471
2017-04-29,0.6682,0.6471
2017-04-30,0.6789,0.6436
2017-05-01,0.6807,0.639
2017-05-02,0.6807,0.639
2017-05-03,0.6887,0.6432
2017-05-04,0.6701,0.635
2017-05-05,0.6966,0.6283
2017-05-06,0.7168,0.6546
2017-05-07,0.6873,0.6576
2017-05-08,0.699,0.6675
2017-05-09,0.699,0.6675
2017-05-10,0.6985,0.6756
2017-05-11,0.6985,0.6756
2017-05-12,0.6985,0.6756
2017-05-13,0.6919,0.653
2017-05-14,0.6919,0.653
2017-05-15,0.6845,0.6493
2017-05-16,0.6721,0.6361
2017-05-17,0.6721,0.6361
2017-05-18,0.6721,0.6361
2017-05-19,0.6721,0.6361
2017-05-20,0.6721,0.6361
2017-05-21,0.6721,0.6361
2017-05-22,0.6721,0.6361
2017-05-23,0.6851,0.6229
2017-05-24,0.6851,0.6229
2017-05-25,0.6576,0.6177
2017-05-26,0.6576,0.6177
2017-05-27,0.6792,0.6015
2017-05-28,0.6792,0.6015
2017-05-29,0.6792,0.6015
2017-05-30,0.666,0.571
2017-05-31,0.666,0.571
2017-06-01,0.666,0.571
2017-06-02,0.666,0.571
2017-06-03,0.6809,0.6106
2017-06-04,0.6809,0.6106
2017-06-05,0.6809,0.6106
2017-06-06,0.7215,0.6264
2017-06-07,0.7215,0.6264
2017-06-08,0.7215,0.6264
2017-06-09,0.7215,0.6264
2017-06-10,0.7215,0.6264
2017-06-11,0.7215,0.6264
2017-06-12,0.8474,0.61
2017-06-13,0.8474,0.61
2017-06-14,0.8474,0.61
2017-06-15,0.739,0.5941
2017-06-16,0.739,0.5941
2017-06-17,0.739,0.5941
2017-06-18,0.739,0.5941
2017-06-19,0.739,0.5941
2017-06-20,0.7617,0.6052
2017-06-21,0.7617,0.6052
2017-06-22,0.7574,0.6193
2017-06-23,0.7574,0.6193
2017-06-24,0.7357,0.6448
2017-06-25,0.7357,0.6448
2017-06-26,0.7368,0.6756
2017-06-27,0.7368,0.6756
2017-06-28,0.7368,0.6756
2017-06-29,0.8579,0.6756
2017-06-30,0.8579,0.6756
2017-07-01,0.7361,0.6756
2017-07-02,0.7057,0.6756
2017-07-03,0.7057,0.6756
2017-07-04,0.7057,0.6756
2017-07-05,0.7057,0.6756
2017-07-06,0.7057,0.6756
2017-07-07,0.7057,0.6756
2017-07-08,0.6952,0.6756
2017-07-09,0.6952,0.6756
2017-07-10,0.6952,0.6756
2017-07-11,0.6952,0.6756
2017-07-12,0.6952,0.6756
2017-07-13,0.6952,0.6756
2017-07-14,0.6952,0.6756
2017-07-15,0.7149,0.6756
2017-07-16,0.7149,0.6756
2017-07-17,0.7149,0.6756
2017-07-18,0.7149,0.6756
2017-07-19,0.7149,0.6756
2017-07-20,0.7149,0.6756
2017-07-21,0.7001,0.6756
2017-07-22,0.6891,0.6361
2017-07-23,0.6891,0.6361
2017-07-24,0.6566,0.6052
2017-07-25,0.6566,0.6052
2017-07-26,0.6566,0.6052
2017-07-27,0.6566,0.6052
2017-07-28,0.6704,0.6193
2017-07-29,0.6704,0.6193
2017-07-30,0.6704,0.6193
2017-07-31,0.7009,0.6509
2017-08-01,0.7028,0.6448
2017-08-02,0.7028,0.6448
2017-08-03,0.7028,0.6448
2017-08-04,0.7028,0.6448
2017-08-05,0.7028,0.6448
2017-08-06,0.6817,0.6509
2017-08-07,0.6817,0.6509
2017-08-08,0.6817,0.6509
2017-08-09,0.6817,0.6509
2017-08-10,0.6817,0.6509
2017-08-11,0.6817,0.6509
2017-08-12,0.6817,0.6509
2017-08-13,0.6817,0.6509
2017-08-14,0.6817,0.6509
2017-08-15,0.6817,0.6509
2017-08-16,0.6817,0.6509
2017-08-17,0.6817,0.6509
2017-08-18,0.6817,0.6509
2017-08-19,0.6902,0.6551
2017-08-20,0.7202,0.6756
2017-08-21,0.7073,0.6756
2017-08-22,0.7073,0.6756
2017-08-23,0.7036,0.6756
2017-08-24,0.7036,0.6756
2017-08-25,0.7036,0.6756
2017-08-26,0.7036,0.6756
2017-08-27,0.7269,0.6541
2017-08-28,0.7269,0.6541
2017-08-29,0.7269,0.6541
2017-08-30,0.7269,0.6541
2017-08-31,0.7269,0.6541
2017-09-01,0.7269,0.6541
2017-09-02,0.6935,0.6595
2017-09-03,0.689,0.629
2017-09-04,0.6889,0.6383
2017-09-05,0.6826,0.629
2017-09-06,0.6848,0.6384
2017-09-07,0.6848,0.6384
2017-09-08,0.6572,0.6241
2017-09-09,0.823,0.6272
2017-09-10,0.776,0.5801
2017-09-11,0.7724,0.5891
2017-09-12,0.7669,0.5789
2017-09-13,0.7624,0.5444
2017-09-14,0.7587,0.5349
2017-09-15,0.7521,0.5263
2017-09-16,0.7221,0.5456
2017-09-17,0.7046,0.5303
2017-09-18,0.7389,0.5006
2017-09-19,0.7247,0.484
2017-09-20,0.6758,0.5113
2017-09-21,0.6755,0.5117
2017-09-22,0.6751,0.5122
2017-09-23,0.6706,0.5094
2017-09-24,0.6394,0.5107
2017-09-25,0.6129,0.54
2017-09-26,0.6078,0.5404
2017-09-27,0.6074,0.5417
2017-09-28,0.6074,0.5417
2017-09-29,0.5751,0.538
2017-09-30,0.5733,0.5382
2017-10-01,0.5733,0.5381
2017-10-02,0.5731,0.5379
2017-10-03,0.5731,0.5379
2017-10-04,0.5684,0.5371
2017-10-05,0.5657,0.5327
2017-10-06,0.5653,0.5324
2017-10-07,0.5637,0.5324
2017-10-08,0.5776,0.5463
2017-10-09,0.5668,0.5347
2017-10-10,0.549,0.5227
2017-10-11,0.5481,0.5098
2017-10-12,0.5429,0.5006
2017-10-13,0.5468,0.5035
2017-10-14,0.546,0.5009
2017-10-15,0.5495,0.5027
2017-10-16,0.5503,0.5015
2017-10-17,0.5644,0.5134
2017-10-18,0.5563,0.5064
2017-10-19,0.555,0.5009
2017-10-20,0.539,0.481
2017-10-21,0.5404,0.4819
2017-10-22,0.5326,0.4683
2017-10-23,0.5449,0.4752
2017-10-24,0.5019,0.4133
2017-10-25,0.513,0.4259
2017-10-26,0.5123,0.4226
2017-10-27,0.5185,0.428
2017-10-28,0.5185,0.428
2017-10-29,0.4979,0.4286
2017-10-30,0.4932,0.4255
2017-10-31,0.4915,0.4247
2017-11-01,0.4806,0.4152
2017-11-02,0.477,0.4142
2017-11-03,0.4755,0.4154
2017-11-04,0.5045,0.4557
2017-11-05,0.5092,0.459
2017-11-06,0.5018,0.4522
2017-11-07,0.5063,0.4515
2017-11-08,0.5054,0.4532
2017-11-09,0.5037,0.4476
2017-11-10,0.4759,0.4284
2017-11-11,0.5047,0.4597
2017-11-12,0.5091,0.4581
2017-11-13,0.5215,0.472
2017-11-14,0.4994,0.4616
2017-11-15,0.5177,0.476
2017-11-16,0.5222,0.4808
2017-11-17,0.5207,0.4784
2017-11-18,0.5207,0.4784
2017-11-19,0.5201,0.4807
2017-11-20,0.5331,0.5027
2017-11-21,0.5288,0.4811
2017-11-22,0.5201,0.4635
2017-11-23,0.5234,0.4645
2017-11-24,0.5302,0.4708
2017-11-25,0.5223,0.4665
2017-11-26,0.5357,0.4821
2017-11-27,0.5501,0.5036
2017-11-28,0.5532,0.5193
2017-11-29,0.5497,0.5303
2017-11-30,0.5773,0.559
2017-12-01,0.5971,0.5721
2017-12-02,0.6065,0.5798
2017-12-03,0.6056,0.5822
2017-12-04,0.6116,0.588
2017-12-05,0.6116,0.588
2017-12-06,0.621,0.5948
2017-12-07,0.6214,0.5899
2017-12-08,0.6286,0.5957
2017-12-09,0.6325,0.5977
2017-12-10,0.6389,0.6036
2017-12-11,0.6389,0.6036
2017-12-12,0.6389,0.6036
2017-12-13,0.6302,0.6038
2017-12-14,0.6383,0.5878
2017-12-15,0.6383,0.5878
2017-12-16,0.6326,0.5944
2017-12-17,0.6296,0.5908
2017-12-18,0.6274,0.5873
2017-12-19,0.6322,0.5909
2017-12-20,0.6322,0.5909
2017-12-21,0.6302,0.5986
2017-12-22,0.6403,0.6162
2017-12-23,0.6403,0.6162
2017-12-24,0.6403,0.6162
2017-12-25,0.6468,0.6216
2017-12-26,0.6382,0.6121
2017-12-27,0.6263,0.5924
2017-12-28,0.6305,0.5967
2017-12-29,0.6305,0.5967
2017-12-30,0.632,0.5891
2017-12-31,0.6186,0.5653
2018-01-01,0.6044,0.5715
2018-01-02,0.6102,0.5778
2018-01-03,0.5936,0.5604
2018-01-04,0.5936,0.5604
2018-01-05,0.5882,0.5573
2018-01-06,0.5882,0.5573
2018-01-07,0.5854,0.5564
2018-01-08,0.5868,0.5557
2018-01-09,0.5729,0.5484
2018-01-10,0.5696,0.5467
2018-01-11,0.5655,0.5395
2018-01-12,0.5706,0.5367
2018-01-13,0.5706,0.5367
2018-01-14,0.5571,0.5215
2018-01-15,0.5503,0.5091
2018-01-16,0.5559,0.5201
2018-01-17,0.5717,0.5293
2018-01-18,0.584,0.5412
2018-01-19,0.5989,0.5563
2018-01-20,0.585,0.5247
2018-01-21,0.5801,0.5257
2018-01-22,0.5627,0.5055
2018-01-23,0.5766,0.5298
2018-01-24,0.5766,0.5298
2018-01-25,0.5755,0.5442
2018-01-26,0.5835,0.5571
2018-01-27,0.5835,0.5571
2018-01-28,0.5835,0.5571
2018-01-29,0.5842,0.5568
2018-01-30,0.5842,0.5568
2018-01-31,0.5973,0.5839
2018-02-01,0.5973,0.5839
2018-02-02,0.5973,0.5839
2018-02-03,0.5973,0.5839
2018-02-04,0.6017,0.5877
2018-02-05,0.6017,0.5877
2018-02-06,0.6079,0.5943
2018-02-07,0.6079,0.5943
2018-02-08,0.597,0.5737
2018-02-09,0.6089,0.5849
2018-02-10,0.6327,0.6025
2018-02-11,0.6327,0.6025
2018-02-12,0.6327,0.6025
2018-02-13,0.6446,0.5903
2018-02-14,0.6446,0.5903
2018-02-15,0.6323,0.5924
2018-02-16,0.6293,0.5895
2018-02-17,0.6382,0.592
2018-02-18,0.6394,0.5713
2018-02-19,0.6379,0.5739
2018-02-20,0.6211,0.575
2018-02-21,0.6295,0.5629
2018-02-22,0.6219,0.5449
2018-02-23,0.6166,0.5368
2018-02-24,0.6166,0.5368
2018-02-25,0.6255,0.5427
2018-02-26,0.6124,0.5354
2018-02-27,0.6145,0.5365
2018-02-28,0.6142,0.5345
2018-03-01,0.6122,0.488
2018-03-02,0.6372,0.4416
2018-03-03,0.6372,0.4416
2018-03-04,0.6635,0.4673
2018-03-05,0.6635,0.4673
2018-03-06,0.6457,0.4535
2018-03-07,0.6159,0.4332
2018-03-08,0.6159,0.4332
2018-03-09,0.6159,0.4332
2018-03-10,0.6183,0.4337
2018-03-11,0.5927,0.4204
2018-03-12,0.5927,0.4204
2018-03-13,0.5629,0.4629
2018-03-14,0.5314,0.4392
2018-03-15,0.5314,0.4392
2018-03-16,0.5314,0.4392
2018-03-17,0.5358,0.4437
2018-03-18,0.5372,0.4209
2018-03-19,0.5732,0.4902
2018-03-20,0.5526,0.501
2018-03-21,0.5579,0.4766
2018-03-22,0.558,0.476
2018-03-23,0.5797,0.5089
2018-03-24,0.5862,0.5169
2018-03-25,0.5903,0.5281
2018-03-26,0.5903,0.5281
2018-03-27,0.5947,0.5324
2018-03-28,0.6063,0.5407
2018-03-29,0.6155,0.5478
2018-03-30,0.6155,0.5478
2018-03-31,0.6206,0.5551
2018-04-01,0.6455,0.5731
2018-04-02,0.6325,0.565
2018-04-03,0.6325,0.565
2018-04-04,0.6325,0.565
2018-04-05,0.6433,0.5726
2018-04-06,0.6444,0.5794
2018-04-07,0.6282,0.5634
2018-04-08,0.6213,0.5611
2018-04-09,0.6217,0.5468
2018-04-10,0.6276,0.5472
2018-04-11,0.6263,0.5439
2018-04-12,0.6241,0.5536
2018-04-13,0.6256,0.5607
2018-04-14,0.6256,0.5607
2018-04-15,0.6267,0.5577
2018-04-16,0.6415,0.5861
2018-04-17,0.6406,0.5805
2018-04-18,0.6065,0.5751
2018-04-19,0.6098,0.5552
2018-04-20,0.5934,0.5453
2018-04-21,0.5894,0.5192
2018-04-22,0.5855,0.533
2018-04-23,0.5855,0.533
2018-04-24,0.6088,0.546
2018-04-25,0.6088,0.546
2018-04-26,0.587,0.531
2018-04-27,0.5653,0.5172
2018-04-28,0.558,0.5146
2018-04-29,0.5449,0.5018
2018-04-30,0.5656,0.4583
2018-05-01,0.5656,0.4583
2018-05-02,0.5828,0.5452
2018-05-03,0.5828,0.5452
2018-05-04,0.5828,0.5452
2018-05-05,0.566,0.5246
2018-05-06,0.566,0.5246
2018-05-07,0.5647,0.5378
2018-05-08,0.5741,0.5496
2018-05-09,0.5683,0.545
2018-05-10,0.5683,0.545
2018-05-11,0.5628,0.5336
2018-05-12,0.5813,0.5472
2018-05-13,0.5775,0.5432
2018-05-14,0.5715,0.5325
2018-05-15,0.5741,0.5355
2018-05-16,0.5811,0.5075
2018-05-17,0.5836,0.5355
2018-05-18,0.5836,0.5355
2018-05-19,0.5927,0.5485
2018-05-20,0.5984,0.5537
2018-05-21,0.5844,0.5432
2018-05-22,0.5844,0.5432
2018-05-23,0.5844,0.5432
2018-05-24,0.5844,0.5432
2018-05-25,0.5844,0.5432
2018-05-26,0.5881,0.5459
2018-05-27,0.595,0.5646
2018-05-28,0.5847,0.5555
2018-05-29,0.6121,0.5919
2018-05-30,0.6121,0.5919
2018-05-31,0.6215,0.6012
2018-06-01,0.6288,0.6061
2018-06-02,0.6215,0.5971
2018-06-03,0.6215,0.5971
2018-06-04,0.6246,0.6048
2018-06-05,0.6352,0.6132
2018-06-06,0.6295,0.6075
2018-06-07,0.6295,0.6075
2018-06-08,0.6366,0.614
2018-06-09,0.6366,0.614
2018-06-10,0.6397,0.6168
2018-06-11,0.6397,0.6168
2018-06-12,0.628,0.6101
2018-06-13,0.6451,0.6292
2018-06-14,0.6451,0.6292
2018-06-15,0.6451,0.6292
2018-06-16,0.6512,0.6225
2018-06-17,0.6344,0.6049
2018-06-18,0.6319,0.6137
2018-06-19,0.6396,0.623
2018-06-20,0.6472,0.6298
2018-06-21,0.6472,0.6298
2018-06-22,0.6472,0.6298
2018-06-23,0.6472,0.6298
2018-06-24,0.6472,0.6298
2018-06-25,0.6561,0.6171
2018-06-26,0.6561,0.6171
2018-06-27,0.6429,0.6098
2018-06-28,0.6464,0.6184
2018-06-29,0.6464,0.6184
2018-06-30,0.6454,0.6072
2018-07-01,0.6454,0.6072
2018-07-02,0.6615,0.6176
2018-07-03,0.6399,0.6062
2018-07-04,0.6399,0.6062
2018-07-05,0.6325,0.5986
2018-07-06,0.6277,0.5979
2018-07-07,0.6277,0.5979
2018-07-08,0.6277,0.5979
2018-07-09,0.6189,0.5953
2018-07-10,0.6151,0.5886
2018-07-11,0.6151,0.5886
2018-07-12,0.6375,0.6081
2018-07-13,0.6375,0.6081
2018-07-14,0.6375,0.6081
2018-07-15,0.6375,0.6081
2018-07-16,0.6375,0.6081
2018-07-17,0.6534,0.5984
2018-07-18,0.6661,0.5856
2018-07-19,0.6661,0.5856
2018-07-20,0.6623,0.6078
2018-07-21,0.6503,0.6146
2018-07-22,0.6503,0.6146
2018-07-23,0.6623,0.6207
2018-07-24,0.6623,0.6207
2018-07-25,0.6482,0.6075
2018-07-26,0.6613,0.6241
2018-07-27,0.6587,0.6273
2018-07-28,0.6587,0.6273
2018-07-29,0.6587,0.6273
2018-07-30,0.6747,0.6449
2018-07-31,0.678,0.648
2018-08-01,0.678,0.648
2018-08-02,0.6852,0.6411
2018-08-03,0.6852,0.6411
2018-08-04,0.7061,0.6493
2018-08-05,0.6929,0.6371
2018-08-06,0.6929,0.6371
2018-08-07,0.6908,0.6414
2018-08-08,0.721,0.6371
2018-08-09,0.7321,0.6316
2018-08-10,0.6975,0.6371
2018-08-11,0.6975,0.6371
2018-08-12,0.6975,0.6371
2018-08-13,0.6943,0.6448
2018-08-14,0.6943,0.6448
2018-08-15,0.6943,0.6448
2018-08-16,0.6949,0.6382
2018-08-17,0.6935,0.6416
2018-08-18,0.6935,0.6416
2018-08-19,0.7058,0.6541
2018-08-20,0.7004,0.6683
2018-08-21,0.7004,0.6683
2018-08-22,0.7051,0.6674
2018-08-23,0.6896,0.6683
2018-08-24,0.698,0.6674
2018-08-25,0.698,0.6674
2018-08-26,0.6878,0.6583
2018-08-27,0.6878,0.6583
2018-08-28,0.6878,0.6583
2018-08-29,0.6732,0.6602
2018-08-30,0.6818,0.6685
2018-08-31,0.6818,0.6685
2018-09-01,0.6818,0.6685
2018-09-02,0.6818,0.6685
2018-09-03,0.6753,0.661
2018-09-04,0.6775,0.6591
2018-09-05,0.6775,0.6591
2018-09-06,0.6851,0.6568
2018-09-07,0.6851,0.6568
2018-09-08,0.6851,0.6568
2018-09-09,0.6899,0.6536
2018-09-10,0.6899,0.6536
2018-09-11,0.6867,0.6568
2018-09-12,0.687,0.6361
2018-09-13,0.687,0.6361
2018-09-14,0.687,0.6361
2018-09-15,0.6917,0.6487
2018-09-16,0.6808,0.6277
2018-09-17,0.6808,0.6277
2018-09-18,0.6808,0.6277
2018-09-19,0.6808,0.6277
2018-09-20,0.6808,0.6277
2018-09-21,0.672,0.6373
2018-09-22,0.6805,0.6487
2018-09-23,0.6952,0.6076
2018-09-24,0.6952,0.6076
2018-09-25,0.6782,0.5917
2018-09-26,0.6782,0.5917
2018-09-27,0.6782,0.5917
2018-09-28,0.694,0.5997
2018-09-29,0.694,0.5997
2018-09-30,0.694,0.5997
2018-10-01,0.694,0.5997
